,Influencers,Date,Tweet Text,Compound,Positive,Negative,Neutral,Tweets Ago
0,Oprah,Wed Jun 27 02:48:30 +0000 2018,@AshBenton @OWNTV Nope.. not happening. Days are gone by-by.,0.0,0.0,0.0,1.0,100
1,Oprah,Wed Jun 27 02:45:34 +0000 2018,@MawuliChai @chillwillbey @LoveIsOWN @OWNTV So agree with you.,0.5009,0.316,0.0,0.684,99
2,Oprah,Wed Jun 27 02:13:44 +0000 2018,@LoveIsOWN Thank’s y’all. Here’s to Besties🍷🍷🍷! #LOVEis,0.0,0.0,0.0,1.0,98
3,Oprah,Wed Jun 27 02:11:51 +0000 2018,@AshBenton @OWNTV @MaraBrockAkil @thesalimakil Yep I remember.. and my parents always buggin’ .. “ Get off the Phone”!,0.3595,0.142,0.0,0.858,97
4,Oprah,Wed Jun 27 02:09:23 +0000 2018,RT @LoveIsOWN: #LOVEis the permission to design your own relationship. All new episode of Love Is___ TONIGHT! Grab your Yasir or your Nuri…,0.6696,0.17,0.0,0.83,96
5,Oprah,Wed Jun 27 02:05:31 +0000 2018,@3LWTV @OWNTV Love that. #Lovetribe what part of the world are you?,0.6369,0.276,0.0,0.724,95
6,Oprah,Wed Jun 27 02:04:30 +0000 2018,@RichOnOWN I remember by hairdo’s . #LOVEis,0.0,0.0,0.0,1.0,94
7,Oprah,Wed Jun 27 02:02:45 +0000 2018,#LOVEis happening now on @OWNTV,0.0,0.0,0.0,1.0,93
8,Oprah,Tue Jun 26 21:37:46 +0000 2018,TONIGHT! 10/9c on OWN. See ya there! 👋🏾 #LOVEis https://t.co/HhuRJgw1JN,0.5837,0.225,0.0,0.775,92
9,Oprah,Sat Jun 23 17:44:46 +0000 2018,Maria has been my friend since we were both young reporters in Baltimore. Her wisdom and open heart is what the wor… https://t.co/eRxPJnueyQ,0.765,0.239,0.0,0.761,91
10,Oprah,Thu Jun 21 03:02:59 +0000 2018,@DrennaB We love u for watching in all our complexity.,0.6369,0.344,0.0,0.656,90
11,Oprah,Thu Jun 21 03:01:47 +0000 2018,@mutual_feelings Woo Jesus is right! Ooo Lorty!,0.5696,0.38,0.0,0.62,89
12,Oprah,Wed Jun 20 05:28:43 +0000 2018,@MaraBrockAkil That’s why this gives us the Feels. ❤️. All so authentic.,0.0,0.0,0.0,1.0,88
13,Oprah,Wed Jun 20 03:02:01 +0000 2018,@bigbrotherfan35 This made me 😂 Lort!  #LOVEis,0.4926,0.273,0.127,0.6,87
14,Oprah,Wed Jun 20 02:59:44 +0000 2018,@MyBeautyAndSoul @MaraBrockAkil   And @thesalimakil  based on their love story.❤️❤️,0.6369,0.344,0.0,0.656,86
15,Oprah,Wed Jun 20 02:55:21 +0000 2018,@mkpfaith @OWNTV Thanks so much🙏🏾,0.4404,0.42,0.0,0.58,85
16,Oprah,Wed Jun 20 02:49:47 +0000 2018,Feeling the love from you all for our new show. Thanks for showing up here and spreading the word. OWNers you Rock! #LOVEis,0.8356,0.308,0.0,0.692,84
17,Oprah,Wed Jun 20 02:45:07 +0000 2018,"Yes regular time slot, after Haves. 10pm #LOVEis",0.4019,0.278,0.0,0.722,83
18,Oprah,Wed Jun 20 02:33:13 +0000 2018,Remember collect calls y’all?“Heard you walkin around town in your drawers” made me😂#LoveIs,0.0,0.0,0.0,1.0,82
19,Oprah,Wed Jun 20 02:30:05 +0000 2018,@theGrio I’m looooovin’ it!  Every bit of it.,0.0,0.0,0.0,1.0,81
20,Oprah,Wed Jun 27 02:48:30 +0000 2018,@AshBenton @OWNTV Nope.. not happening. Days are gone by-by.,0.0,0.0,0.0,1.0,80
21,Oprah,Wed Jun 27 02:45:34 +0000 2018,@MawuliChai @chillwillbey @LoveIsOWN @OWNTV So agree with you.,0.5009,0.316,0.0,0.684,79
22,Oprah,Wed Jun 27 02:13:44 +0000 2018,@LoveIsOWN Thank’s y’all. Here’s to Besties🍷🍷🍷! #LOVEis,0.0,0.0,0.0,1.0,78
23,Oprah,Wed Jun 27 02:11:51 +0000 2018,@AshBenton @OWNTV @MaraBrockAkil @thesalimakil Yep I remember.. and my parents always buggin’ .. “ Get off the Phone”!,0.3595,0.142,0.0,0.858,77
24,Oprah,Wed Jun 27 02:09:23 +0000 2018,RT @LoveIsOWN: #LOVEis the permission to design your own relationship. All new episode of Love Is___ TONIGHT! Grab your Yasir or your Nuri…,0.6696,0.17,0.0,0.83,76
25,Oprah,Wed Jun 27 02:05:31 +0000 2018,@3LWTV @OWNTV Love that. #Lovetribe what part of the world are you?,0.6369,0.276,0.0,0.724,75
26,Oprah,Wed Jun 27 02:04:30 +0000 2018,@RichOnOWN I remember by hairdo’s . #LOVEis,0.0,0.0,0.0,1.0,74
27,Oprah,Wed Jun 27 02:02:45 +0000 2018,#LOVEis happening now on @OWNTV,0.0,0.0,0.0,1.0,73
28,Oprah,Tue Jun 26 21:37:46 +0000 2018,TONIGHT! 10/9c on OWN. See ya there! 👋🏾 #LOVEis https://t.co/HhuRJgw1JN,0.5837,0.225,0.0,0.775,72
29,Oprah,Sat Jun 23 17:44:46 +0000 2018,Maria has been my friend since we were both young reporters in Baltimore. Her wisdom and open heart is what the wor… https://t.co/eRxPJnueyQ,0.765,0.239,0.0,0.761,71
30,Oprah,Thu Jun 21 03:02:59 +0000 2018,@DrennaB We love u for watching in all our complexity.,0.6369,0.344,0.0,0.656,70
31,Oprah,Thu Jun 21 03:01:47 +0000 2018,@mutual_feelings Woo Jesus is right! Ooo Lorty!,0.5696,0.38,0.0,0.62,69
32,Oprah,Wed Jun 20 05:28:43 +0000 2018,@MaraBrockAkil That’s why this gives us the Feels. ❤️. All so authentic.,0.0,0.0,0.0,1.0,68
33,Oprah,Wed Jun 20 03:02:01 +0000 2018,@bigbrotherfan35 This made me 😂 Lort!  #LOVEis,0.4926,0.273,0.127,0.6,67
34,Oprah,Wed Jun 20 02:59:44 +0000 2018,@MyBeautyAndSoul @MaraBrockAkil   And @thesalimakil  based on their love story.❤️❤️,0.6369,0.344,0.0,0.656,66
35,Oprah,Wed Jun 20 02:55:21 +0000 2018,@mkpfaith @OWNTV Thanks so much🙏🏾,0.4404,0.42,0.0,0.58,65
36,Oprah,Wed Jun 20 02:49:47 +0000 2018,Feeling the love from you all for our new show. Thanks for showing up here and spreading the word. OWNers you Rock! #LOVEis,0.8356,0.308,0.0,0.692,64
37,Oprah,Wed Jun 20 02:45:07 +0000 2018,"Yes regular time slot, after Haves. 10pm #LOVEis",0.4019,0.278,0.0,0.722,63
38,Oprah,Wed Jun 20 02:33:13 +0000 2018,Remember collect calls y’all?“Heard you walkin around town in your drawers” made me😂#LoveIs,0.0,0.0,0.0,1.0,62
39,Oprah,Wed Jun 20 02:30:05 +0000 2018,@theGrio I’m looooovin’ it!  Every bit of it.,0.0,0.0,0.0,1.0,61
40,Oprah,Wed Jun 20 02:25:21 +0000 2018,@3LWTV @OWNTV @MaraBrockAkil @thesalimakil It gets more Loving every week. So proud of  @MaraBrockAkil  and whole cast!,0.8582,0.361,0.0,0.639,60
41,Oprah,Wed Jun 20 02:21:42 +0000 2018,Thanks for being a part of the TREND y’all! #LOVEis,0.4926,0.285,0.0,0.715,59
42,Oprah,Wed Jun 20 02:03:29 +0000 2018,Here we go @LoveIsOWN ! Happy to be tweet-resting with you ! #LoveIs,0.6467,0.3,0.0,0.7,58
43,Oprah,Wed Jun 20 01:38:13 +0000 2018,"RT @wouldnotmind: Are You ready for #LoveIs ♥️ 😃 on @OWNTV 🤗 who is watching with us 🤔 TWEET, TWEET right @Oprah 😊 #OwnTVRocks https://t.co…",0.9153,0.308,0.0,0.692,57
44,Oprah,Tue Jun 19 21:43:28 +0000 2018,"RT @AppleMusic: Iconic 90s love songs, chosen by @Oprah. 👑
Listen to the playlist inspired by the new series #LOVEis, premiering tonight on…",0.8126,0.261,0.0,0.739,56
45,Oprah,Tue Jun 19 14:06:28 +0000 2018,Everyone needs a little love right now. #LOVEis series premiere TONIGHT 10/9c on OWN. https://t.co/4EPIUMCCwi,0.6003,0.231,0.0,0.769,55
46,Oprah,Mon Jun 18 11:01:49 +0000 2018,Here we go @CBSThisMorning! Eye-opener.,0.0,0.0,0.0,1.0,54
47,Oprah,Mon Jun 18 10:30:52 +0000 2018,"On vacay.. Up to watch @CBSThisMorning.  @GayleKing @DavidBegnaud, @cbsmireya LIVE from Texas!",0.0,0.0,0.0,1.0,53
48,Oprah,Mon Jun 18 09:44:02 +0000 2018,@CRayHenson @GayleKing @CBSThisMorning Is seeking asylum against the law?,0.0,0.0,0.0,1.0,52
49,Oprah,Mon Jun 18 09:41:08 +0000 2018,@gunnsmom6 @GayleKing @CBSThisMorning Wrong then. Wrong Now.   I wasn’t aware then.  Now WOKE.  “ When you know bet… https://t.co/arWSJirf8s,-0.7351,0.0,0.292,0.708,51
50,Oprah,Mon Jun 18 04:10:46 +0000 2018,"Babies torn from their parents.
Can’t stand it! Will be watching
@GayleKing and her colleaques LiVE from Texas. @CBSThisMorning 7am",-0.3164,0.0,0.108,0.892,50
51,Oprah,Sun Jun 17 14:25:54 +0000 2018,"Father of three, Tom Brady is on an all NEW @SuperSoulSunday today at 11am. Tune-in and tweet, tweet! #HappyFathersDay",0.0,0.0,0.0,1.0,49
52,Oprah,Sat Jun 16 13:26:39 +0000 2018,Knew I liked this guy! Much more to Tom Brady than football—so impressed by his work ethic and commitment to family… https://t.co/4xQGnVoBzr,0.8313,0.328,0.0,0.672,48
53,Oprah,Tue Jun 12 18:18:55 +0000 2018,Who loves 90s music?! 👋🏾 Our new show @LoveIsOWN premieres in 1 WEEK! It’s set in the 90s so let’s get in the mood!… https://t.co/Rzqu54xRXF,0.8306,0.23,0.0,0.77,47
54,Oprah,Mon Jun 11 14:52:51 +0000 2018,"One of the most incredible men I’ve ever met. Today on the #SuperSoul podcast, Anthony Ray Hinton’s gripping story.… https://t.co/veXimKp8vc",0.0,0.0,0.0,1.0,46
55,Oprah,Sun Jun 10 16:11:43 +0000 2018,"Great to hear from all u guys @MalikaGhosh ,@3LWTV ,@RichOnOWN ,@AshBenton ,@kenlikebarbie ! Don’t we 🧡🧡Mr. Hinton.
#TheSunDoesShine",0.6588,0.226,0.0,0.774,45
56,Oprah,Sun Jun 10 14:34:08 +0000 2018,Hope u can join me on Facebook or OWN.. in half hr. And meet this remarkable man. https://t.co/cOxPEMLXfd,0.8537,0.4,0.0,0.6,44
57,Oprah,Sat Jun 09 12:48:36 +0000 2018,"SuperSoulers, this man is incredible. You’ll see why after this interview. Anthony Ray Hinton, author of my new Boo… https://t.co/wOJ4FOD0ZI",0.0,0.0,0.0,1.0,43
58,Oprah,Thu Jun 07 22:00:04 +0000 2018,Seeing everything under one roof brought tears to my eyes. Thanks Lonnie Bunch for giving @GayleKing and I a sneak… https://t.co/mhWQ6A5UOz,0.5267,0.228,0.082,0.69,42
59,Oprah,Wed Jun 06 21:00:02 +0000 2018,Wednesday…favorite night of the week! Who’s ready for new #QUEENSUGAR tonight??? https://t.co/OhNnnjnNpy,0.5158,0.232,0.0,0.768,41
60,Oprah,Tue Jun 05 14:13:53 +0000 2018,RT @CBSThisMorning: COMING UP: @Oprah and @GayleKing will be live on our Facebook page at 10:15a with the author of her latest book club pi…,0.0,0.0,0.0,1.0,40
61,Oprah,Tue Jun 05 14:09:11 +0000 2018,Going LIVE on Facebook with Gayle and a man you need to know.. Anthony Ray Hinton.. join us at 10:15 https://t.co/mOBFklOe3s,0.296,0.104,0.0,0.896,39
62,Oprah,Tue Jun 05 13:00:02 +0000 2018,"Book Club friends, I’m SO passionate about my next pick. The Sun Does Shine by Anthony Ray Hinton. This unimaginabl… https://t.co/EK74nwvxEE",0.8189,0.284,0.0,0.716,38
63,Oprah,Sat Jun 02 17:01:38 +0000 2018,"Grammy-Award winning musician, author, philanthropist and “techie”…@iamwill is keeping busy! See what Will’s been u… https://t.co/dh1Bn17YCp",0.5707,0.198,0.0,0.802,37
64,Oprah,Wed May 30 18:16:11 +0000 2018,"Alright Sugar fans, how are you holding up after last night? Double dose of #QUEENSUGAR continues tonight, 10|9c. F… https://t.co/drYCMGBjro",0.25,0.095,0.0,0.905,36
65,Oprah,Wed May 30 03:49:13 +0000 2018,@RhapsoDani were you watching tonight? #queensugar,0.0,0.0,0.0,1.0,35
66,Oprah,Wed May 30 02:58:09 +0000 2018,Don’t change Nothin’ #QueenSugar https://t.co/DAm6Cz3Upz,0.0,0.0,0.0,1.0,34
67,Oprah,Wed May 30 02:55:36 +0000 2018,Results? #QueenSugar,0.0,0.0,0.0,1.0,33
68,Oprah,Wed May 30 02:53:40 +0000 2018,@Chosenvessel104 @QueenSugarOWN 2018 kids don’t get ‘em. That’s a good thing right?,0.4404,0.225,0.0,0.775,32
69,Oprah,Wed May 30 02:52:33 +0000 2018,Same officer.. that’s for sure! #queensugar,0.3802,0.341,0.0,0.659,31
70,Oprah,Wed May 30 02:02:55 +0000 2018,Come on y’all..#GimmeSugar #SugarTime #QUEENSUGAR  season 3!!! 👏🏽👏🏽👏🏽,0.0,0.0,0.0,1.0,30
71,Oprah,Tue May 29 18:10:30 +0000 2018,Counting down the hours for new #QUEENSUGAR! Who’s watching with me and @Ava? 👋🏾,0.5411,0.17,0.0,0.83,29
72,Oprah,Mon May 28 13:01:54 +0000 2018,"I see you…I KNOW you’re ready, Sweeties! #QUEENSUGAR two-night season premiere event starts this Tuesday, May 29 at… https://t.co/d1MEj8rN3s",0.7088,0.269,0.0,0.731,28
73,Oprah,Tue May 15 19:45:00 +0000 2018,"Nothing else like it on TV. A new romantic series comes to OWN, June 19. Drum roll, please…here’s your first look a… https://t.co/mcOyJoQHSv",0.1506,0.109,0.085,0.806,27
74,Oprah,Tue May 15 17:45:00 +0000 2018,"The Bordelons aren’t playing games! Getting close, Sweeties…only two weeks until the two-night season premiere of… https://t.co/ItAcinKcZb",0.2714,0.116,0.0,0.884,26
75,Oprah,Sat May 12 15:00:01 +0000 2018,What’s the #1reason we often repeat our mistakes? @DrPhil is a master at understanding human behavior and helping u… https://t.co/dNMKWkSpwm,-0.0772,0.101,0.115,0.783,25
76,Oprah,Fri May 11 22:17:55 +0000 2018,"We’re baaack! #WrinkleInTime is in theaters again this weekend. Moms and kids, experience the magic together.… https://t.co/4YoEg4hOGa",0.0,0.0,0.0,1.0,24
77,Oprah,Tue May 08 17:30:01 +0000 2018,I have ALWAYS wanted to work with @MaraBrockAkil &amp; @TheSalimAkil and it’s finally happening! Who didn’t love Girlfr… https://t.co/mXdEaKwV68,0.6696,0.209,0.0,0.791,23
78,Oprah,Sat Apr 21 16:54:30 +0000 2018,"Come on, @AmySchumer! 💃🏾 You can catch our conversation on my Facebook page tomorrow. https://t.co/COqV0iin2z",0.0,0.0,0.0,1.0,22
79,Oprah,Fri Apr 20 12:00:01 +0000 2018,We both knew it just had to happen one day. And it finally did. Our first Hellooooo! Go see #IFeelPretty on Friday.… https://t.co/r8I9qKFMWq,0.0,0.0,0.0,1.0,21
80,Oprah,Thu Apr 19 17:12:53 +0000 2018,"A legacy worth fighting for. Season 3 is almost here, sweeties! #QUEENSUGAR https://t.co/KwB3Z3JUjB",0.364,0.323,0.161,0.516,20
81,Oprah,Tue Apr 10 01:31:48 +0000 2018,I read every article. This issue remarkable.Great job.  @NatGeo https://t.co/AY8Ims8AhH,0.0,0.0,0.0,1.0,19
82,Oprah,Mon Apr 09 01:07:11 +0000 2018,"@JeffFager Jeff, proud of the 60team for this powerful piece. #60Minutes",0.7469,0.414,0.0,0.586,18
83,Oprah,Mon Apr 09 01:01:57 +0000 2018,RT @JeffFager: America's history with lynching is disturbing and shocking. @Oprah takes us on a tour of a new memorial covering 70 years of…,-0.7184,0.0,0.231,0.769,17
84,Oprah,Sun Apr 08 18:00:01 +0000 2018,"Tonight on @60minutes, we go inside The National Memorial for Peace and Justice. 805 steel markers, each bearing th… https://t.co/M3hDLdUmLy",0.7845,0.277,0.0,0.723,16
85,Oprah,Sun Apr 08 03:52:07 +0000 2018,"We could listen to you all day, @Lin_Manuel! Hamilton fans, gather ‘round—our #SuperSoul conversation streams on my… https://t.co/v3c2DmEm7h",0.0,0.0,0.0,1.0,15
86,Oprah,Tue Mar 27 04:45:26 +0000 2018,@floydwilliams14 @ava @LightworkerNews @LightWorkers @2pacnow @SelfInspiredLUV My Faaavorite line in the movie!  An… https://t.co/KghEenHsrX,0.0,0.0,0.0,1.0,14
87,Oprah,Sun Mar 25 02:25:07 +0000 2018,@3LWTV @rempower @ava @QueenSugarOWN @katcandler I understand! They’re Real to me too. #QueenSugar,0.0,0.0,0.0,1.0,13
